game_id,date,away_team,away_score,home_team,home_score,winner
777663,2025-06-03,Houston Astros,3,Pittsburgh Pirates,0,Houston Astros
777666,2025-06-03,Colorado Rockies,3,Miami Marlins,2,Colorado Rockies
777659,2025-06-03,Chicago Cubs,8,Washington Nationals,3,Chicago Cubs
777664,2025-06-03,Cleveland Guardians,2,New York Yankees,3,New York Yankees
777665,2025-06-03,Philadelphia Phillies,8,Toronto Blue Jays,3,Philadelphia Phillies
777667,2025-06-03,Los Angeles Angels,4,Boston Red Sox,3,Los Angeles Angels
777668,2025-06-03,Milwaukee Brewers,2,Cincinnati Reds,4,Cincinnati Reds
777672,2025-06-03,Arizona Diamondbacks,8,Atlanta Braves,3,Arizona Diamondbacks
777662,2025-06-03,Texas Rangers,1,Tampa Bay Rays,5,Tampa Bay Rays
777661,2025-06-03,Detroit Tigers,1,Chicago White Sox,8,Chicago White Sox
777660,2025-06-03,Kansas City Royals,10,St. Louis Cardinals,7,Kansas City Royals
777655,2025-06-03,Baltimore Orioles,5,Seattle Mariners,1,Baltimore Orioles
777656,2025-06-03,San Diego Padres,3,San Francisco Giants,2,San Diego Padres
777658,2025-06-03,Minnesota Twins,10,Athletics,3,Minnesota Twins
777657,2025-06-03,New York Mets,5,Los Angeles Dodgers,6,Los Angeles Dodgers
